CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
700.2719093958484,34,7,36263.49521642047,3,0,1,72072.06738010832,0,0,0
397.66121023388615,50,4,121122.26149732873,4,0,0,117626.54948334202,0,0,0
838.536839882721,48,4,87785.98871659284,3,0,1,132804.06082380205,0,0,0
735.528157912015,67,6,93597.29345847965,1,1,1,26984.157018662023,1,0,0
297.7834961516647,59,9,90908.68050550816,4,0,1,141611.56067541632,0,1,0
507.2487600610769,43,4,179990.02934473203,1,0,0,28860.305030882897,1,1,0
833.3479706954552,38,8,17418.850179090994,2,1,0,117941.78842500986,0,0,0
692.2888315949524,53,5,156580.28989121973,4,1,1,28979.06858678826,0,0,0
690.3513808297457,18,6,167002.53431505666,2,0,0,132018.68168927557,0,1,0
470.89691387481275,21,7,188575.429430698,4,1,0,46647.59172292099,0,0,0
326.72540012266694,21,4,90519.99098754226,3,0,1,76429.1430565391,1,0,0
748.1508466609131,43,10,100013.03837738332,1,0,1,141240.71788012184,1,0,1
527.9183068577684,21,3,192258.90422818327,4,0,0,122968.75273471698,1,1,0
403.4679337665259,66,7,91690.2121898326,3,0,0,122150.78224940364,0,0,0
788.4339065728539,26,9,100709.69459525157,3,0,0,119232.9087319104,0,1,0
688.7500385918162,47,8,66450.8636378768,3,0,0,94026.56168221784,1,0,1
514.2529445760725,68,0,6325.490136929979,2,1,1,143685.90589827413,0,1,0
462.02999551255033,62,2,86610.91035229852,3,0,0,128112.64447726232,1,1,1
815.0470672928673,21,3,131018.26216947718,4,0,0,77237.4526477004,0,0,0
344.5190579828267,22,6,137989.18212271144,2,1,0,116532.272924802,1,1,0
799.1102627951027,78,5,1301.729376921901,1,0,1,149753.97160318296,1,1,0
451.94930772532194,62,9,160210.55495456574,3,0,0,133230.06070080597,1,0,0
559.2494990011452,40,9,98483.1228257094,4,0,1,20158.988880482284,0,1,0
394.2220065486598,33,10,104149.07227723858,4,0,1,115925.20371411712,0,0,0
374.02696167365286,39,0,192348.73763407348,2,1,1,136724.616396391,0,0,0
675.1914038200342,54,3,56892.23173116358,1,0,0,62607.8387012916,0,1,1
623.7732485847902,25,5,152330.39779363346,2,1,0,147073.94128364435,1,1,0
848.9507724004163,65,2,114955.24913445416,3,1,1,72168.91753258601,0,1,0
664.5395651443716,79,1,140159.69231160768,1,1,0,74753.00076073493,1,1,0
746.7987882511811,50,1,83563.49035622485,1,0,1,40913.37205824209,0,0,0
484.772635232455,72,9,55841.507792853685,1,0,1,32557.295613312854,1,0,0
489.9935356887192,77,3,109225.19047378688,2,1,0,89757.441036038,1,0,1
527.0515824780615,55,0,74988.2292705294,4,1,1,98360.8175860936,0,1,0
678.099616540436,60,9,44582.23576593279,2,0,1,67696.54719588198,0,1,0
677.5264626402306,33,1,167847.2296227525,4,0,0,98859.22267597726,1,1,0
581.705956341337,22,9,95166.31900025824,2,0,1,71307.21082999918,1,1,0
564.159709119125,33,1,169463.14823817989,4,0,0,132864.04800319936,0,0,0
669.9032446611642,24,3,94806.31647378406,4,0,0,143997.00877599698,1,1,0
745.9900994781609,68,3,111359.5395424816,1,1,1,97160.29222029184,1,0,0
734.0897005136576,18,0,199056.04826279095,4,1,1,129495.68279094408,1,0,0
645.2169461020304,26,6,190300.84240703197,3,1,0,130986.39483315,0,1,0
522.788506910626,35,6,54337.97413337813,3,0,1,112789.1497377854,0,1,0
510.2250459621134,62,9,173731.07728984437,4,1,0,44960.245594200285,0,0,0
661.390527653176,75,10,78080.69673943864,4,0,1,40141.95067875674,1,1,0
775.4200251196173,64,9,14249.747582078551,4,1,0,139532.95166581054,1,1,0
519.5181496695507,20,9,115156.20296508008,4,0,1,54457.97009013648,0,1,0
404.6621288143243,41,0,195410.37189084708,1,1,0,52023.01014353668,0,1,1
791.0569895569809,45,10,194862.73740105703,3,1,1,41596.73592845744,0,0,0
731.593494438187,27,7,25293.07563249361,1,0,1,88569.02619839607,1,1,0
552.5062513011231,26,9,154247.33332356997,3,0,0,108009.67350289656,0,0,0
803.5366732169151,30,6,160566.6088500415,4,1,0,107900.99107210842,0,0,0
687.5873157409819,65,6,73748.956863332,3,1,1,53936.85095485427,1,1,0
693.3578762477007,52,10,131719.03623769426,3,0,1,32322.1038204531,1,1,0
390.54537254273964,71,5,97631.89565544434,2,0,1,60327.23451195183,1,1,1
354.1436788654539,40,3,45578.61954198535,2,0,1,85446.52180144217,0,1,0
416.3154708445727,64,10,152252.8562449975,4,1,0,99617.19940277022,1,1,0
305.4709708897854,34,7,52550.54156248262,1,1,1,55178.04752838805,0,0,0
521.5454593569409,63,1,68089.55060833183,2,0,1,43810.59348704922,1,1,0
543.1239932031243,24,6,38003.68098309221,4,1,0,129404.84172534203,1,0,0
688.5292769764035,69,2,143854.26075774085,1,0,1,131530.37112580455,0,1,0
706.6181846492324,33,2,91744.81076611589,2,1,0,56394.31688965625,0,0,0
448.55940513706554,70,6,88674.65096778664,3,0,1,92814.66992808266,0,0,0
367.00530485437463,57,2,120912.57337800252,2,0,0,77177.44007891163,1,0,1
685.6504595855223,53,4,31452.689449467463,4,1,0,38455.7364119221,1,0,0
520.1537384665165,37,7,179630.77792515187,2,0,1,142276.20968196105,1,0,0
726.616499258851,41,3,93021.7912471862,2,0,0,21271.781653198585,0,1,0
539.6324385308658,64,6,73305.37173640597,1,1,1,44384.928140773016,0,1,0
490.44011047283664,22,6,25338.12178103849,1,1,0,64923.439818141545,1,1,1
437.69498020755356,62,1,33590.840873482855,3,1,0,131339.96317373466,1,1,0
650.3806197725135,23,7,184072.06278277203,4,1,0,122524.97585318582,1,0,1
617.1500294176835,45,9,91323.40667994446,3,0,1,95384.92839360842,1,0,0
556.2138005627858,76,9,144436.78387185215,3,0,1,110352.72419152576,0,1,0
500.2012541215725,79,8,16103.270531706636,2,0,0,64318.507668894046,0,1,1
767.8314813065748,22,5,128692.90882529676,3,0,1,142270.40100843465,1,1,0
467.99141977971914,66,4,184303.83846748425,1,0,0,23482.34751284737,0,1,1
528.1500088496276,56,0,59992.69017629822,3,1,0,33120.72795662511,0,0,0
434.2069208002369,55,0,115828.10014268784,4,1,1,140321.99819431445,1,1,0
496.2059112249292,19,8,188043.8208631701,3,0,0,142856.71142107324,1,0,0
607.9217013775614,60,3,143864.51076094405,4,1,1,83774.23048380687,1,1,0
774.9582211418573,56,0,12465.10047681546,4,1,0,94939.9021029128,0,1,1
650.9840639098373,71,10,75747.42945208777,3,1,1,137329.92115813342,0,0,1
728.5239836472261,38,9,17154.55121745768,3,1,0,130946.46601161314,0,0,0
624.4472360083623,57,2,172263.51923983483,3,1,0,132053.74438106557,0,1,0
776.2725170671936,54,5,124332.54024072309,4,0,0,68332.12824233083,1,0,0
461.14528380030004,76,10,191276.34896677715,1,1,0,127971.21894206104,1,1,1
450.5405322660883,35,10,3951.265837161433,2,0,0,29010.37814744484,1,0,0
773.97533907033,71,7,84617.47397078085,3,0,1,83305.38170285776,1,0,0
640.3186892634071,65,9,20872.819908878948,2,0,1,50862.90206068498,1,0,0
781.4466200021847,63,1,70097.56452398255,3,0,0,24653.71204618746,1,0,1
455.326778151095,29,7,32377.3646713174,4,0,0,100237.41157795096,1,0,1
684.0646630978126,34,0,65758.75199868403,4,1,1,29903.38608511642,0,0,0
607.7384990854829,54,10,163852.40094440582,2,0,1,35620.700734495105,1,0,0
569.6774992700776,63,1,32139.86529654072,1,0,0,30626.86182400227,0,0,1
445.9508909337129,55,7,94732.95139043764,4,0,0,146756.18183549173,0,1,1
650.6886695442382,32,6,184316.62681210527,2,1,0,25101.029692532087,1,1,0
309.5300728862373,24,4,199755.8575708613,4,1,0,55068.339135703085,0,1,0
636.420583043967,31,9,50128.22363501666,3,1,0,104759.8023250204,0,1,0
531.4090139674751,67,1,187113.63415322005,2,1,0,127039.81772075158,0,0,1
736.2465995356292,18,8,52277.7361602051,2,0,1,99066.45815862749,0,0,0
344.4661077471533,55,4,82705.69979671866,3,0,0,146945.22832603217,1,1,0
470.5649218834609,20,7,175584.7224466655,2,0,0,63902.067146379966,0,0,0
329.145178211145,54,3,157235.22098484964,3,0,1,81360.71399476685,1,1,0
518.5597190764388,61,8,171497.51144474704,1,0,1,126769.18666956632,0,1,1
389.8402556346344,48,9,160051.33586089013,3,1,1,108620.6610795856,0,1,0
506.67719144237316,60,6,47012.20100200827,1,0,0,47828.71820555272,1,1,0
467.1026346056862,30,1,111759.02308612042,2,1,1,84826.8062154644,1,0,0
724.0595121114233,65,2,77050.14367238438,3,0,0,146874.71117695043,0,0,1
423.36252080903876,35,1,91942.19368967372,2,1,1,132193.0128366467,1,1,0
324.0178779828099,34,4,30791.26042472615,1,1,1,44934.44168399679,1,0,0
415.03431740010865,34,1,63153.5118450341,4,1,1,43372.16669362082,1,0,0
705.5476257935939,78,4,171529.42428443738,4,0,0,127691.28725812098,1,0,0
696.0523138305573,28,8,179511.6819772328,4,1,1,45856.28518587456,1,1,0
414.97309797765797,37,1,122030.61677982772,4,0,1,78862.6211077536,0,1,0
586.0162897009367,27,8,99653.45140015056,4,0,1,43498.62243022079,1,0,0
504.0587722703506,46,6,142567.93762986007,1,1,0,21906.17206445171,0,0,0
364.10358339697245,65,6,121770.65004444044,4,1,0,133802.47399734764,0,0,0
798.7273008112236,51,4,196735.00126956272,4,1,0,121270.57748263824,0,1,0
771.3603691673269,34,7,38017.75843284065,2,1,0,81176.49580756873,1,1,0
356.6608846835911,71,6,89808.94524929632,3,0,0,40745.27000224417,0,1,0
442.23306670183246,79,5,183648.10045711076,3,0,1,124834.30206682536,1,0,0
650.4658427142995,69,1,182947.41198170485,3,0,1,66717.74587105503,1,0,0
441.34144879809264,59,5,99069.36931223472,3,1,0,106053.39095004994,1,1,1
450.25407733781344,30,1,26961.800400276294,1,1,1,61170.277679661536,0,1,0
762.1238695077127,61,0,162991.5934985805,3,1,1,76197.32364274644,1,1,0
572.1843920580264,64,8,117033.03730066952,2,1,0,89611.33780497774,0,1,0
809.7401205325282,56,4,154633.20317145134,1,0,0,119062.11545249863,1,1,1
690.66311077451,44,9,92504.72628211803,4,0,0,128168.91642498756,0,0,0
400.8473080360499,71,9,40776.78438736532,2,0,1,77661.07709114879,0,1,0
487.0350913023765,70,3,4797.881495904166,2,1,0,50295.21720501384,1,0,0
658.7170246343941,43,10,111827.65376795044,4,1,0,39974.41270214301,1,1,1
279.0316561793028,45,7,32209.235776317917,4,1,0,64297.22326293969,1,0,0
776.5050883258803,30,4,37427.44171956429,2,1,1,124231.85320197255,0,1,0
744.2315533148718,29,6,87261.12619143286,1,1,1,55617.63729049367,1,1,0
709.6757512866775,61,2,88415.41468777956,4,0,1,26177.59559911533,0,0,0
334.26622691612124,45,7,54877.418041141056,3,1,0,93355.89131183983,0,1,0
345.91663802347614,19,7,26384.44168469369,2,0,1,24369.771489418992,0,1,0
522.6958591819996,54,2,188990.55036446752,2,1,0,135040.26830234803,1,1,0
637.689347850611,74,8,26328.123175651985,4,0,0,108147.86233999868,1,1,1
747.0532440373731,74,7,70154.5169202259,4,1,1,53389.89641174756,1,1,1
589.9459708642331,51,0,60973.59852148925,3,1,0,80981.89553681001,1,1,1
305.6141058657641,40,7,173267.57939171037,3,0,1,116098.18786727553,0,0,0
506.6054321534518,75,10,82012.4896957141,3,1,0,139038.8983624344,0,1,1
539.3287930154203,79,3,24808.69984687286,3,1,0,133678.989024472,1,1,1
573.8358513579539,69,5,2052.2056808990774,2,1,1,29039.097638341093,1,0,0
780.2703254309762,62,9,144389.92069490498,4,0,0,30548.36913578904,0,0,0
729.7502076119843,46,8,142900.21851357006,1,1,1,97704.08170858223,1,0,0
801.8332870680374,52,4,83556.73426264554,4,1,1,84544.48895226898,0,0,0
834.7499855039442,28,6,25261.60006246472,4,1,0,58081.819568277846,0,1,0
476.93386056718015,65,0,74326.76251454957,3,1,0,146902.50159512326,1,0,0
358.7261217277097,50,8,117976.49018340616,3,1,0,117014.71911087909,0,0,0
766.389423732123,68,5,140788.5883613682,2,0,0,109351.26829060756,0,1,1
341.2009557163753,28,10,15647.97848685524,3,0,0,43572.86006092094,0,0,0
454.98734527819,26,3,111261.4941229358,2,0,0,56911.015397199095,1,1,0
517.5803256369868,31,5,55224.81568962752,4,0,0,98652.4289343656,0,1,0
482.14893179681997,26,4,123453.25742672852,4,1,0,123427.5403675523,1,1,0
779.4334091350836,56,2,129628.02457295216,4,1,0,141037.84543355726,0,0,0
346.1359890881246,65,6,182120.7403549437,2,0,0,110704.49438024238,1,1,0
618.5440054989838,20,2,82075.67507779198,2,0,0,74422.81690749002,0,0,0
800.2564182950682,46,1,107518.1320270635,2,0,1,109840.12320134236,0,0,0
387.61771731206693,36,3,53643.02455210186,3,0,0,28992.79424811093,0,0,1
339.2067067200493,53,6,57311.40482902548,1,0,0,98010.7647521157,0,1,0
599.1023775629386,49,4,9206.756312272502,3,1,0,136301.23294512703,1,0,0
648.8422295810823,24,8,57213.78845970127,1,0,1,102803.04696587849,0,0,0
818.5089975737153,72,9,12765.73791813158,3,1,0,20980.235348519403,0,0,0
621.2798931834471,45,6,192783.15811716596,4,1,1,110287.48620456064,1,0,0
463.1750232605168,61,8,124852.6470752209,2,0,1,114437.73702232503,0,1,0
382.92259603090474,79,8,34629.71223725881,3,1,0,90359.7898850095,0,0,0
426.4389732127966,35,1,23353.271964067026,2,1,0,126091.4697889284,1,1,0
469.4106099028456,77,0,74024.52409550868,3,1,0,46297.86460262013,0,0,0
578.4784155041236,22,10,61529.46492376828,4,1,1,73167.25213347774,1,1,0
458.8959581366531,40,3,55850.9561828906,2,0,1,124986.1824913036,0,1,0
555.6556402490284,72,3,93639.20898620423,4,1,1,98479.6744346021,1,1,0
626.052536324474,39,1,182574.7685952927,1,1,0,149267.4822332027,0,0,1
398.05288056231217,43,2,113610.05088060594,2,0,0,29004.363285292755,1,1,0
312.7015629971282,59,2,104246.30091732382,3,0,1,51760.4467361697,1,0,0
657.1113310930251,29,4,161309.6870322116,2,0,1,45886.29582350512,1,1,0
616.5741536372583,57,0,804.9223193778321,1,1,1,146930.9892160864,0,1,0
439.0232852631078,36,8,39477.133831046696,1,0,1,133004.14528594946,0,0,0
780.8455395278463,64,7,99237.18687776722,3,1,0,37306.06074126801,1,1,0
658.3411033443565,18,7,141061.81210441334,4,0,0,65994.50778277713,0,1,1
392.08296376817583,20,2,97005.63898792768,2,1,1,26837.63660019518,1,0,0
677.010938292824,44,1,32743.196260175435,4,0,0,102233.7514288303,1,1,0
544.2367849619452,35,0,185996.56353231528,4,0,1,63055.31253169269,0,1,0
492.12277104448515,67,5,65733.02622108905,3,1,1,53483.354708484665,1,0,1
349.0126380655944,47,9,157643.1362789008,2,0,0,88005.23576482678,0,0,0
761.8025218516057,79,0,178282.66691952254,1,0,0,123421.70461329412,1,1,1
826.2319110987091,19,10,69289.87553773329,3,1,0,72509.28914943893,0,0,1
725.0729277218276,22,4,169062.35626602094,4,0,1,118468.35585482806,1,0,0
819.5050574240884,46,8,142154.73663335948,1,0,1,77997.19358391786,1,0,1
817.5307327527432,50,10,180856.1673324012,4,1,0,47887.86611726727,0,1,0
350.29836497912066,59,8,50262.14034459553,2,1,0,78006.75438955681,0,0,0
308.4403818874685,37,3,186255.52122765515,4,0,0,89947.08640630901,0,0,1
623.0360825144224,47,6,13061.295333986056,1,0,1,80005.31862498524,1,0,0
797.9984976492349,59,10,158734.2570611298,2,1,1,55662.15730719274,1,0,0
757.7340539440733,22,6,87133.00414032653,3,1,0,44063.28466373579,0,1,1
762.5500797839048,67,3,35577.99337059213,4,0,0,143103.78572709556,0,1,1
456.84608986049125,38,4,15880.591020535918,2,1,1,58673.212643409046,0,0,0
399.760408763256,75,10,77909.50277978761,2,0,0,111698.04959239734,0,1,0
627.5052820780185,32,8,77864.7843453042,3,0,1,64290.27080220416,0,0,0
365.8044193986767,37,6,45991.47686139709,3,1,0,146053.5932677316,0,1,0
481.23104776854575,25,6,43103.07967056856,1,1,1,148476.2396171288,0,1,0
441.0105493436191,66,9,79902.85960936321,2,1,1,127262.52507623544,0,0,0
443.54104769058773,48,6,82022.77664103147,2,1,0,95591.55911736902,0,0,0
618.3683640272686,29,8,88472.95983263846,1,0,0,90468.75198471082,0,0,1
645.6628251724776,38,4,173751.8773455536,4,1,1,62764.98246564488,1,0,0
596.985468100209,47,5,122250.9012845515,2,0,0,35863.71287838569,0,0,1
317.82193036580395,79,2,4086.633214305002,2,0,0,30277.94764829092,1,1,1
739.5049933760965,44,0,103819.84835243672,4,0,0,80508.17592815743,1,0,1
551.1545413221363,61,10,152490.2591971509,3,0,1,147242.53346990072,1,0,0
376.1975987057953,43,1,11282.861328903437,3,0,1,52094.12848637613,1,1,0
327.1221762404765,50,7,84521.57585482132,3,1,1,73423.81370626623,1,0,0
406.93088786863774,43,0,90242.0286515134,1,1,0,103384.53670095131,1,1,1
487.85027589223034,43,9,190804.09046715515,4,0,1,65638.29699109499,1,1,0
647.4401407328303,53,6,95136.79075659208,3,1,0,20471.86750776256,0,0,0
333.7799520084733,57,4,149980.05253244043,1,1,0,71508.22751361935,0,0,1
538.1320374739705,18,5,60580.40904181057,4,0,1,124603.38687088274,1,0,0
669.627683968757,76,7,155861.33023768628,3,0,1,142714.7950449913,1,1,0
426.5015259951974,32,3,64532.47329946812,2,1,1,55761.80348341636,1,0,0
446.0605815267696,67,5,86004.71746900196,2,0,0,139813.93348408287,1,1,0
309.56717608685085,18,10,95896.45556233956,3,1,0,132729.31195040548,1,0,1
615.3033337328435,28,2,185272.59388360227,3,1,1,72874.09956385722,0,0,0
749.4464311773392,72,6,10690.70956097351,1,0,0,20608.11610539396,1,1,0
426.0145137406236,19,1,39373.43020216144,2,1,1,129833.8706473914,1,1,0
432.8890475845824,18,7,141148.54923950078,4,1,1,57280.428997772906,0,1,0
710.390759300148,48,6,115515.53197639374,3,0,1,118265.25461697196,1,0,0
324.08761033973434,61,7,50306.27808299517,4,0,0,94296.8918449195,1,1,0
820.9617283253563,33,1,57840.17749820096,3,1,1,48816.38781876251,1,0,0
363.9114326743875,71,2,73461.89712173598,2,0,1,104267.5198285762,0,0,1
397.76696581859176,39,3,90069.3898660657,3,1,1,119429.23022421708,1,1,0
786.8000095915066,59,8,163605.4646505556,4,0,1,81677.87050191399,0,0,0
525.8421008863486,35,4,2763.0952943925145,2,0,0,117228.3360715548,0,0,1
588.0993545358699,64,5,179603.94824269568,3,1,0,72646.33894017799,0,0,0
498.1994647197185,34,0,82605.42232630563,2,1,0,147432.70436692843,1,1,0
751.2961889678833,47,3,46099.50351328262,1,1,0,51175.10571662031,1,0,1
525.6610437094561,27,3,101682.53990546904,4,0,0,121121.11261806425,1,1,0
340.10312873675684,52,9,131934.00853991567,3,1,0,117448.26741748088,1,1,0
468.1189663743068,75,7,8950.443838720701,3,0,0,88827.57733743727,0,0,0
747.0345633394825,79,7,143155.4703332165,3,0,1,65543.97392000642,0,0,0
406.0860370876751,38,9,152152.2375167725,4,1,1,77948.79064620181,1,0,0
591.5305601276528,33,5,33236.45686468386,1,1,0,101833.3656517894,1,0,1
573.2108742069782,23,7,33576.28567538058,4,0,1,88945.4523647924,1,1,0
369.12088865976233,20,8,40756.91090817537,3,1,0,119000.22083862848,0,1,0
319.7125440161604,58,4,159325.74241346077,4,0,0,66888.63461883031,1,1,1
383.435246205677,60,0,54400.611186237824,3,0,1,33941.854547055926,0,1,0
766.8966076368562,38,0,159187.1676108709,4,0,1,85727.38276068009,1,1,0
484.2460957008486,30,1,108104.7717877698,2,1,1,53671.52825595904,1,1,0
551.9681052870258,35,1,153434.26603436173,4,0,1,100162.950558673,0,0,0
754.5880408568273,75,4,110734.60833592217,3,0,0,87641.97900251964,0,1,0
725.5575138307412,71,6,67153.77984235816,3,1,1,121237.31364488366,0,0,0
695.6029261873829,77,6,182142.8285316116,4,1,0,94779.53890776668,0,1,0
